leader_user_id,total_events,first_led_date,last_led_date,tenure_days,events_per_month,consistency_std,avg_gap_days
11748,15,2023-04-08 07:00:00,2023-12-18 06:30:00,253,1.8047430830039526,15.703835687497131,18.141369047619047
12129,21,2023-02-19 07:30:00,2024-09-08 06:30:00,566,1.1293992932862191,32.17013640556004,28.347916666666663
13068,43,2023-03-08 19:00:00,2023-12-29 19:00:00,296,4.422027027027027,18.775895783836308,7.0476190476190474
13900,49,2023-01-10 05:30:00,2025-03-04 05:30:00,784,1.9025,23.253218990285315,16.333333333333332
13912,58,2023-08-02 05:30:00,2025-03-12 05:30:00,588,3.0025850340136055,12.420700715355908,10.31578947368421
13957,437,2023-02-01 05:30:00,2025-03-11 05:30:00,769,17.29815344603381,2.9014741433501943,1.7637614678899083
14092,23,2024-04-30 06:00:00,2025-02-11 06:00:00,287,2.4394425087108016,7.574878736903178,13.045454545454545
14653,60,2023-09-11 19:00:00,2025-03-10 19:00:00,546,3.345054945054945,8.937865701716431,9.254237288135593
15328,37,2023-02-19 07:30:00,2024-06-19 19:00:00,486,2.317448559670782,27.778534482500703,13.513310185185187
18896,42,2023-01-12 06:00:00,2024-01-11 06:00:00,364,3.5123076923076924,4.759789054376228,8.878048780487806
19762,1,2023-06-07 17:00:00,2023-06-07 17:00:00,1,30.439999999999998,,
21198,62,2023-01-15 07:30:00,2025-03-08 10:00:00,783,2.4103192848020436,13.191280019708614,12.837773224043715
21250,3,2023-09-17 11:30:00,2023-09-21 19:30:00,4,22.83,0.23570226039551595,2.166666666666667
22317,21,2023-08-02 06:00:00,2024-06-04 06:00:00,307,2.0822149837133552,26.72769418282111,15.35
22343,12,2023-02-27 19:00:00,2023-10-16 19:00:00,231,1.5812987012987014,29.199315060459895,21.0
22565,3,2024-12-23 19:00:00,2025-02-17 19:00:00,56,1.6307142857142858,29.698484809834994,28.0
23353,109,2023-01-07 08:00:00,2025-03-08 08:00:00,791,4.1946396965865995,4.070850545108382,7.324074074074074
23619,126,2023-01-10 06:00:00,2025-03-10 19:00:00,790,4.854987341772152,9.396926437525837,6.324333333333334
24304,71,2023-04-11 20:00:00,2025-03-11 19:00:00,699,3.0919027181688126,9.351626775717255,9.999404761904762
26899,97,2023-01-01 09:30:00,2025-03-08 10:00:00,797,3.7047427854454202,5.601693916406981,8.302300347222221
27349,80,2023-06-25 05:30:00,2025-03-06 05:45:00,620,3.927741935483871,11.447894512125421,7.848233122362869
27733,1,2025-02-23 17:00:00,2025-02-23 17:00:00,1,30.439999999999998,,
28033,25,2023-02-07 19:00:00,2023-06-27 19:00:00,140,5.435714285714286,4.631352537704554,5.833333333333333
28117,10,2024-04-07 09:00:00,2024-07-05 06:00:00,88,3.459090909090909,5.272449110048911,9.875
28394,27,2023-02-03 06:00:00,2024-06-21 06:00:00,504,1.6307142857142856,36.253545435225114,19.384615384615387
28999,7,2023-03-17 06:00:00,2024-02-19 06:00:00,339,0.6285545722713864,69.73912546872076,56.5
29501,22,2024-01-14 17:00:00,2025-02-26 20:00:00,409,1.6373594132029339,15.634511390784535,19.482142857142858
29536,68,2023-01-06 18:50:00,2025-03-08 10:00:00,791,2.6168394437420988,10.256525298618934,11.81540215588723
29604,8,2023-01-03 19:30:00,2023-08-10 19:30:00,219,1.1119634703196348,40.3390393445121,31.285714285714285
29863,12,2023-07-18 19:30:00,2024-02-03 07:30:00,199,1.8355778894472363,27.084766214361977,18.136363636363637
30745,8,2023-05-20 06:00:00,2024-09-01 07:30:00,470,0.5181276595744682,75.31624175648588,67.15178571428571
32258,5,2024-11-12 05:30:00,2025-03-11 05:30:00,119,1.2789915966386556,25.72567171494624,29.75
32608,12,2023-07-27 06:30:00,2023-09-21 06:30:00,56,6.522857142857143,2.6628760937957834,5.090909090909091
32750,47,2023-01-05 05:50:00,2024-05-09 06:00:00,490,2.9197551020408166,23.68127087014621,10.652324879227052
33031,3,2023-04-26 19:00:00,2024-05-30 19:00:00,400,0.2283,243.24473272817235,200.0
33433,46,2024-01-10 19:00:00,2025-03-03 19:00:00,418,3.3498564593301436,6.043713080799773,9.28888888888889
34709,12,2023-10-12 19:00:00,2024-09-26 19:00:00,350,1.0436571428571428,34.225190085135196,31.818181818181817
35241,11,2023-03-08 19:00:00,2024-12-05 19:00:00,638,0.5248275862068966,96.61853608404994,63.8
35325,108,2023-08-31 06:00:00,2025-03-11 06:00:00,558,5.891612903225807,6.30560991310139,5.214953271028038
35757,4,2023-04-01 07:30:00,2023-06-08 05:30:00,67,1.817313432835821,4.973075656118804,22.63888888888889
36134,41,2023-02-19 19:00:00,2023-07-09 19:00:00,140,8.914571428571428,3.9627674220203284,3.5
36362,1,2023-01-04 05:50:00,2023-01-04 05:50:00,1,30.439999999999998,,
36451,33,2023-05-18 19:30:00,2025-03-06 19:30:00,658,1.5266261398176293,44.05516490587128,20.5625
36461,17,2023-11-23 19:30:00,2025-02-13 19:30:00,448,1.1550892857142858,59.69701276725104,28.0
37571,89,2023-01-02 19:00:00,2025-03-10 19:00:00,798,3.394937343358396,6.01873598549678,9.068181818181818
38955,2,2023-04-20 06:00:00,2023-04-27 19:30:00,7,8.697142857142858,,7.5625
38968,18,2023-05-10 06:00:00,2025-02-07 19:00:00,639,0.8574647887323944,128.4808123715212,37.62009803921569
39359,18,2023-01-14 06:00:00,2023-11-18 06:00:00,308,1.7789610389610389,20.6840091941511,18.11764705882353
39741,58,2023-01-08 07:00:00,2023-07-09 06:30:00,181,9.75425414364641,5.529893846480076,3.1926169590643276
40566,1,2023-07-10 19:00:00,2023-07-10 19:00:00,1,30.439999999999998,,
40656,194,2023-02-02 07:00:00,2025-03-09 17:00:00,766,7.70934725848564,5.560664029404743,3.9710708117443874
41186,49,2024-05-31 06:00:00,2025-03-12 06:00:00,285,5.2335438596491235,3.910477322536332,5.9375
41915,5,2023-01-29 06:00:00,2023-04-30 06:00:00,91,1.6725274725274726,20.91849261618373,22.75
42561,26,2024-03-06 19:30:00,2024-12-11 19:30:00,280,2.8265714285714285,8.082903768654761,11.2
42830,2,2023-11-18 06:45:00,2024-01-22 19:00:00,65,0.9366153846153846,,65.51041666666667
42853,180,2023-01-13 06:00:00,2025-03-16 08:10:00,793,6.909457755359394,6.708101043115719,4.430671942892613
43965,58,2023-12-21 05:50:00,2025-03-12 19:30:00,447,3.949709172259508,8.46027202970161,7.852095516569201
44000,40,2023-01-04 19:30:00,2024-07-17 19:30:00,560,2.1742857142857144,13.007057152272498,14.35897435897436
44491,25,2024-06-23 07:30:00,2025-03-09 07:30:00,259,2.9382239382239383,5.549459215503892,10.791666666666666
45392,30,2023-01-09 06:00:00,2023-04-24 06:00:00,105,8.697142857142858,2.7724894873182038,3.6206896551724137
45514,132,2023-01-28 07:30:00,2025-02-14 19:30:00,748,5.371764705882353,10.101789426126572,5.713740458015267
46012,211,2023-01-04 06:00:00,2025-03-11 06:00:00,797,8.058770388958594,11.423324077239418,3.795238095238095
46270,102,2023-10-18 05:50:00,2025-03-12 05:50:00,511,6.076086105675147,4.8924060576012325,5.0594059405940595
46299,30,2023-02-27 19:00:00,2024-10-14 19:00:00,595,1.5347899159663867,41.74636056819391,20.517241379310345
47414,6,2024-10-18 06:00:00,2025-02-03 07:00:00,108,1.6911111111111112,32.66522637130943,21.608333333333334
48153,28,2023-01-08 07:00:00,2024-07-06 07:00:00,545,1.563889908256881,14.721028376949505,20.185185185185187
48293,66,2023-04-19 19:30:00,2025-03-12 19:30:00,693,2.899047619047619,12.584656382424138,10.661538461538461
48379,3,2023-02-12 10:00:00,2023-02-26 10:00:00,14,6.522857142857143,0.0,7.0
48402,80,2023-01-07 12:15:00,2025-03-05 12:15:00,788,3.090355329949239,8.76725868307595,9.974683544303797
50327,81,2023-04-10 19:00:00,2025-03-10 19:00:00,700,3.522342857142857,3.9378076532410837,8.75
50346,25,2023-04-12 19:30:00,2023-11-22 19:30:00,224,3.397321428571429,4.913748827141236,9.333333333333334
50820,19,2023-01-06 06:00:00,2024-11-30 07:00:00,694,0.8333717579250721,58.59845413820604,38.557870370370374
52323,73,2023-01-24 09:00:00,2025-03-12 06:00:00,777,2.8598712998713,8.82082336761309,10.803819444444445
53312,47,2023-03-11 09:00:00,2024-11-10 08:00:00,609,2.3492282430213463,31.984057787115166,13.259963768115943
53387,44,2023-03-01 06:00:00,2024-06-22 07:00:00,479,2.79615866388309,7.813637606358714,11.140503875968992
53444,2,2023-02-02 18:50:00,2023-03-09 18:50:00,35,1.7394285714285713,,35.0
54359,69,2023-01-05 06:00:00,2024-12-17 06:00:00,712,2.949943820224719,11.754688657570972,10.470588235294118
54445,56,2023-02-09 05:50:00,2024-05-09 06:00:00,455,3.7464615384615385,5.204808421865088,8.272853535353535
54926,1,2023-04-12 05:30:00,2023-04-12 05:30:00,1,30.439999999999998,,
55335,10,2023-01-17 12:15:00,2023-04-05 12:15:00,78,3.9025641025641025,11.236102527122116,8.666666666666666
56051,1,2023-01-18 19:30:00,2023-01-18 19:30:00,1,30.439999999999998,,
57050,100,2023-05-10 05:50:00,2025-03-12 05:50:00,672,4.529761904761905,8.040463903064172,6.787878787878788
57292,46,2023-07-16 07:00:00,2025-02-16 07:00:00,581,2.4100516351118766,10.757594546905272,12.911111111111111
57739,74,2023-09-06 06:00:00,2025-03-07 06:00:00,548,4.11051094890511,7.340717540469558,7.506849315068493
58135,16,2023-01-07 08:30:00,2023-09-10 09:00:00,246,1.9798373983739836,12.536903527830848,16.40138888888889
58790,234,2023-06-21 05:50:00,2025-03-12 05:50:00,630,11.306285714285716,3.4702315124768206,2.703862660944206
59144,17,2023-09-23 07:30:00,2025-03-12 19:00:00,536,0.9654477611940299,48.76373854890153,33.529947916666664
60946,86,2023-01-01 12:15:00,2025-03-06 19:00:00,795,3.292880503144654,10.901388052584432,9.35625
64483,76,2023-11-17 19:30:00,2025-03-13 19:30:00,482,4.7996680497925315,4.082783677842859,6.426666666666667
64769,15,2023-01-07 08:30:00,2023-07-16 08:00:00,189,2.415873015873016,12.780225943090397,13.569940476190476
65096,77,2023-01-03 06:00:00,2024-09-13 06:00:00,619,3.7865589660743137,10.842102030681756,8.144736842105264
65642,21,2025-01-06 19:00:00,2025-03-10 19:00:00,63,10.146666666666667,5.214297462392781,3.15
67223,121,2023-01-01 06:30:00,2025-03-12 06:00:00,800,4.60405,4.707454257064108,6.6748263888888895
69215,5,2023-02-28 06:00:00,2023-08-01 06:00:00,154,0.9883116883116884,28.861739379323623,38.5
69494,3,2023-04-10 19:00:00,2023-07-10 19:00:00,91,1.0035164835164836,14.849242404917497,45.5
70169,31,2023-06-26 19:00:00,2024-12-12 19:00:00,535,1.7638130841121495,19.452308378318776,17.833333333333332
71023,7,2023-01-06 19:00:00,2023-03-31 19:00:00,84,2.5366666666666666,8.414779078766385,14.0
71526,75,2023-04-11 19:30:00,2025-03-04 19:30:00,693,3.294372294372294,6.213275134746376,9.364864864864865
73240,128,2023-01-05 06:00:00,2025-03-04 06:30:00,789,4.93830164765526,5.470449080930608,6.212762467191601
73541,33,2023-01-04 06:00:00,2024-10-12 06:30:00,647,1.55258114374034,56.16449843467938,20.219401041666664
73613,25,2023-02-05 07:30:00,2024-12-27 19:00:00,691,1.101302460202605,52.351430453235466,28.811631944444443
74092,33,2024-09-05 05:50:00,2025-03-16 08:10:00,192,5.2318750000000005,4.845102909843794,6.003038194444445
75153,6,2024-07-16 06:00:00,2024-09-03 06:00:00,49,3.7273469387755105,6.058052492344384,9.8
75800,23,2023-01-13 19:30:00,2024-01-05 19:30:00,357,1.961120448179272,19.88735306886779,16.227272727272727
77541,30,2023-05-12 19:00:00,2024-11-08 19:00:00,546,1.6725274725274726,22.29211680467034,18.82758620689655
79486,124,2023-03-02 05:30:00,2024-10-17 06:00:00,595,6.343798319327731,6.801035497701849,4.837567750677507
82987,97,2023-01-05 12:15:00,2025-03-10 12:15:00,795,3.714062893081761,11.534573315859905,8.28125
83054,182,2023-01-02 12:15:00,2025-03-08 10:00:00,795,6.968654088050315,4.75711671425539,4.397272099447513
83287,9,2023-11-17 19:00:00,2024-08-30 19:00:00,287,0.9545644599303137,49.27600836106756,35.875
88018,26,2023-07-20 19:15:00,2024-12-15 10:30:00,513,1.5427680311890841,36.14145821197432,20.545416666666664
88911,18,2023-01-10 05:50:00,2024-05-14 06:00:00,490,1.118204081632653,47.15925910835814,28.82393790849673
89186,83,2023-09-02 07:30:00,2025-03-05 19:00:00,550,4.593672727272728,5.766420962108079,6.713160569105691
89235,110,2023-06-13 06:00:00,2025-03-11 06:00:00,637,5.256514913657771,3.373866949294545,5.844036697247707
89299,14,2024-08-04 06:30:00,2025-02-23 07:00:00,203,2.0993103448275865,11.835715779036631,15.61698717948718
90270,2,2025-02-20 05:50:00,2025-02-27 05:50:00,7,8.697142857142858,,7.0
92832,76,2023-04-12 18:30:00,2024-11-21 06:30:00,588,3.934421768707483,3.022179802437019,7.8466666666666685
93930,4,2023-09-09 06:30:00,2023-11-03 06:00:00,54,2.254814814814815,26.582552343978755,18.32638888888889
94068,13,2023-07-11 19:30:00,2023-11-14 19:30:00,126,3.1406349206349207,7.0,10.5
96637,1,2023-11-17 06:00:00,2023-11-17 06:00:00,1,30.439999999999998,,
96819,6,2024-11-29 06:30:00,2025-01-08 06:30:00,40,4.566,3.4641016151377544,8.0
97354,5,2023-05-19 19:00:00,2024-01-05 19:00:00,231,0.658874458874459,74.38357793671038,57.75
98256,117,2023-02-05 07:30:00,2025-03-10 06:30:00,763,4.667732634338139,7.603229372039866,6.585847701149425
98811,14,2023-08-27 07:00:00,2024-08-04 06:30:00,342,1.2460818713450292,24.302163759066953,26.38301282051282
102842,19,2024-05-09 07:55:00,2024-09-12 07:25:00,125,4.62688,0.004910463758239843,6.998842592592593
104304,3,2025-02-26 19:30:00,2025-03-12 19:30:00,14,6.522857142857143,0.0,7.0
107325,5,2025-01-07 05:30:00,2025-03-01 07:30:00,53,2.871698113207547,6.929664828087261,13.270833333333334
107750,2,2025-02-18 19:30:00,2025-03-11 19:30:00,21,2.8990476190476193,,21.0
110403,10,2024-12-03 19:30:00,2025-03-13 19:30:00,100,3.044,11.994211566881381,11.11111111111111
